pid,location,activity,start_time,end_time,duration_sec,actual_concentration,expected_concentration,perceived_distraction,purpose_of_using_smartphone
p3,식당,식사,1558064709043 ,1558064882653 ,173,5,5,1,
p1,기타,기타,1558065310225 ,1558065337857 ,28,3,3,1,
p5,밥집,식사,1558064752594 ,1558065386095 ,632,4,4,2,밥먹다가 카톡
p17,집,샤워,1558064775705 ,1558065483410 ,707,5,3,2,카톡 확인
p19,버스정류장,교통수단 대기,1558065700814 ,1558065812492 ,111,2,2,2,버스대기중 시간확인
p13,집,수면,1558038515639 ,1558066172758 ,27657,4,4,3,기상후 알람끄기
p6,강의실,조교 일,1558065610024 ,1558066434616 ,825,3,4,3,조교 업무를 증명하는 사진을 찍기 위해
p1,집,휴식,1558066283818 ,1558066436733 ,152,3,3,1,
p26,강의실,수업,1558066660105 ,1558066800967 ,141,4,4,2,연락하기
p16,자동차,운전,1558066801989 ,1558066921128 ,119,5,5,3,신호대기 중 연락확인
p26,강의실,수업,1558067005078 ,1558067086598 ,81,4,4,2,급한연락
p6,강의실,조교 일,1558066696930 ,1558067450903 ,754,3,3,3,조교업무 중 메일확인하기 유ㅣ해
p1,집,휴식,1558067480801 ,1558067510729 ,29,3,3,1,
p11,집,식사,1558067410016 ,1558067540825 ,131,4,4,4,식사후인터넷
p3,강의실,이동중,1558067495082 ,1558067553498 ,58,3,4,2,
p18,강의실,수업,1558065872320 ,1558067576983 ,1705,4,3,2,
p22,강의실,등하교,1558066539736 ,1558067590609 ,1050,1,1,1,카톡
p9,동아리방,축제부스운영,1558067581646 ,1558067727451 ,145,4,4,4,톡
p10,학교,수업,1558062114069 ,1558067876088 ,5762,3,5,3,
p3,동방,수면,1558068242327 ,1558068327459 ,85,4,4,1,
p4,본가,휴식,1558067521658 ,1558068522446 ,1000,3,3,3,
p1,집,휴식,1558067714115 ,1558068900233 ,1186,3,4,2,
p30,강의실,수업,1558068095721 ,1558069236382 ,1140,5,5,3,
p1,기타,기타,1558069217479 ,1558069283870 ,66,3,3,1,
p11,집,공부,1558068406018 ,1558069336995 ,931,4,4,4,자격증공부 중 인터넷
p4,본가,개인정비,1558069431718 ,1558069731383 ,299,4,4,4,
p11,집,공부,1558069582811 ,1558070034897 ,451,4,4,4,자격증공부중 인터넷검색
p30,강의실,수업,1558069442268 ,1558070328350 ,886,5,5,3,
p12,자취방,수면,1558063862298 ,1558070433260 ,6571,3,2,2,잠에서 깨 카카오톡 확인
p25,기숙사,수면,1558066678435 ,1558071053398 ,4375,4,5,4,
p6,강의실,조교 일,1558068785115 ,1558071054515 ,2270,4,4,4,카톡 연락하기 위ㅘ여
p23,강의실,공부,1558070586059 ,1558071322050 ,736,5,5,5,알림
p6,강의실,조교 일,1558071507350 ,1558071534776 ,53,4,4,4,카톡 연락하기 위하여
p13,집,휴식,1558071283428 ,1558071543888 ,261,4,4,1,티비보다 메세지
p21,기숙사,휴식,1558068798043 ,1558071579993 ,2782,4,3,2,웹서핑중 카톡
p3,동방,여가활동,1558071584491 ,1558071749792 ,755,5,5,1,sns 사용을 위해서
p9,동아리방,축제부스운영,1558072012787 ,1558072089377 ,76,5,5,4,톡
p23,강의실,공부,1558071635096 ,1558072103554 ,468,5,5,5,알림
p11,집,휴식,1558072046013 ,1558072154250 ,108,4,4,4,스트레칭 후 웹서핑
p22,길거리,수업,1558068054902 ,1558072174838 ,4120,4,4,4,
p24,강의실,수업,1558072281971 ,1558072334963 ,365,4,4,3,
p22,버스,등하교,1558072425916 ,1558072628712 ,202,1,1,1,
p13,집,식사,1558072806080 ,1558072856764 ,51,4,4,2,식사중 유투브시청
p14,기숙사,수면,1558071719437 ,1558072889984 ,1171,5,2,2,시계
p6,강의실,조교 일,1558071898488 ,1558073456255 ,1557,4,4,4,CA로서 학생들과 이여기를 나누고 기숙사로 이동하려고 하는 중
p4,본가,공부,1558072627608 ,1558073754473 ,1127,3,3,3,
p1,도서관,공부,1558073763596 ,1558073772561 ,841,4,3,1,
p28,기숙사,여가,1558073688341 ,1558073851514 ,164,4,4,3,sns
p32,도서관,공부,1558073240488 ,1558073870951 ,630,3,3,3,프린트출력물을 보며 공ㅂ 연락확인
p10,강의실,수업,1558069269444 ,1558073952307 ,4683,4,5,2,
p2,추어탕식당,식사,1558073815574 ,1558074185832 ,370,5,5,1,카톡
p11,집,공부,1558074163047 ,1558074306037 ,672,4,4,4,자격증공부중 알림와서
p22,지하철,이동,1558074054030 ,1558074455968 ,402,1,1,1,
p26,집,수업,1558074033087 ,1558074464563 ,431,4,4,3,연락
p34,기숙사,휴식,1558073973169 ,1558074585227 ,612,4,3,2,카카오톡
p26,집,수업,1558074783067 ,1558074793779 ,0,4,4,2,욘락
p20,카페,수다,1558072303219 ,1558075025508 ,2722,4,4,4,대화 중 연락 확인
p4,본가,공부,1558074206902 ,1558075145356 ,938,4,4,4,공부중 카톡
p3,식당,식사,1558075025054 ,1558075204493 ,179,4,5,1,
p20,카페,수다,1558075276033 ,1558075609299 ,333,4,4,3,대화 중 시간 확인을 위해
p22,버스,등하교,1558075542214 ,1558075616386 ,74,1,1,1,카톡
p6,기숙사,공부,1558075516972 ,1558075634481 ,1073,4,4,4,기숙사 방에서 독어 공부를 하던 기상 알람을 맞추기 위해 사용
p25,기숙사,수업,1558072768484 ,1558074730556 ,1961,4,5,3,
p13,집,공부,1558074757081 ,1558075740372 ,983,4,4,4,코딩중 일정ㅇ입력
p7,강의실,과제/팀플,1558075250890 ,1558075988828 ,737,3,4,4,
p31,집,공부,1558075775682 ,1558076081252 ,305,3,3,3,카톡
p15,집,수면,1558076081861 ,1558076085413 ,3,4,3,2,
p16,자동차,운전,1558076319417 ,1558076335342 ,1,5,5,3,신호대기중 연락 확인
p21,연구실,연구,1558075404748 ,1558076614933 ,1209,4,4,4,연구자료 정리중 카톡
p18,카페,휴식,1558076766101 ,1558076778287 ,249,3,3,2,
p4,본가,개인정비,1558076826452 ,1558076835585 ,88,4,4,4,
p30,강의실,공부,1558076858460 ,1558076880700 ,549,5,4,3,
p24,정석,근로,1558076907320 ,1558076935812 ,82,4,4,3,
p6,기숙사,공부,1558075920453 ,1558077140838 ,1219,4,4,4,기숙사에서 독어 공부 하고나사 인터넷 서핑하며 쉬기 위하여
p4,본가,공부,1558077285529 ,1558077332022 ,46,3,3,3,
p3,식당,식사,1558077190714 ,1558077355849 ,165,4,5,1,
p5,기타,휴식,1558077300026 ,1558077364535 ,64,1,1,1,자전거타다가 카톡
p9,도서관,공부,1558077056028 ,1558077411789 ,356,2,4,4,톡
p7,강의실,과제/팀플,1558077591141 ,1558077603854 ,1417,3,4,4,
p16,연구실,실험,1558077545109 ,1558077718762 ,174,5,5,3,시간 확인
p2,집,TV시청,1558077266224 ,1558077773548 ,507,5,5,1,카톡확인
p4,본가,공부,1558077613523 ,1558078005318 ,391,3,3,3,
p3,식당,식사,1558077735205 ,1558078122344 ,387,5,5,1,
p7,강의실,과제/팀플,1558077841907 ,1558078121500 ,279,3,4,4,
p15,집,수면,1558077191064 ,1558078136529 ,945,3,3,3,
p31,피시방,게임,1558078105079 ,1558078225976 ,120,3,3,1,
p14,연구실,논문 읽기,1558078556733 ,1558078626840 ,157,5,5,2,카톡
p5,밥집,식사,1558078536687 ,1558078647528 ,110,3,3,1,떡볶이 먹는중 카톡
p24,정석,근로,1558078668271 ,1558078776042 ,108,4,4,3,
p21,연구실,연구,1558076909263 ,1558078840307 ,1931,5,4,5,연구보고서 작성 후 카톡
p5,밥집,식사,1558078837175 ,1558078873340 ,36,3,3,1,떡볶이먹다가 카톡
p2,집,컴퓨터작업,1558078907736 ,1558078925104 ,17,5,5,1,확인할거있어서
p28,기숙사,여가,1558078465456 ,1558078953358 ,487,4,4,3,카톡확인
p30,기숙사,컴퓨터,1558078681661 ,1558079147729 ,465,3,3,2,
p25,기숙사,공부,1558078856192 ,1558079276880 ,420,3,3,3,문자확인
p17,피시방,게임,1558077239900 ,1558079345892 ,2106,4,4,3,알림 확인
p7,강의실,과제/팀플,1558079064444 ,1558079351345 ,287,3,4,4,조별과제 중 검색 목적
p13,집,인터넷,1558076257112 ,1558079567993 ,3310,4,3,2,장학금신청중 메세지
p5,밥집,식사,1558079580592 ,1558079708240 ,127,3,3,1,밥먹다 카톡
p14,연구실,실험,1558079481179 ,1558079737289 ,256,5,5,2,시험접수
p33,카페,독서,1558079749250 ,1558079808373 ,59,5,4,4,책 읽다가 친구한테 카톡이 와서
p22,집,기타,1558076197750 ,1558080051338 ,3853,1,1,1,문자
p2,집,TV시청,1558079124885 ,1558080155161 ,1030,5,5,1,카톡
p9,동아리방,축제부스운영,1558080133274 ,1558080216737 ,84,4,4,4,톡
p7,강의실,과제/팀플,1558080398347 ,1558080405581 ,0,3,4,4,
p23,강의실,수업,1558080408593 ,1558080502510 ,336,4,4,1,친구와 연락
p20,카페,수다,1558075874315 ,1558080606709 ,4732,4,4,4,대화 중 연락 확인을 위해
p6,기숙사,청소 빨래,1558080364940 ,1558080673677 ,309,4,4,4,핸드폰으로 웹툰을 보기 위하여
p5,기타,기타,1558080685587 ,1558080836734 ,151,3,3,1,택시타고 집가는중에 커카톡
p24,정석,근로,1558080947766 ,1558080957876 ,0,4,4,3,
p12,식당,식사,1558080984098 ,1558081015705 ,250,3,2,1,밥먹는 도중 전화가 왔다
p16,연구실,공부,1558081042595 ,1558081144751 ,102,5,5,3,연락확인
p31,피시방,게임,1558080017036 ,1558081272573 ,1256,3,3,2,
p7,강의실,과제/팀플,1558081231293 ,1558081277584 ,46,3,4,4,
p28,기숙사,수면,1558080123436 ,1558081396511 ,1273,4,3,3,sns
p17,피시방,게임,1558081574232 ,1558081595270 ,2001,4,4,4,카톡 확인
p3,공공장소,이동중,1558080569043 ,1558081626659 ,246,4,4,1,
p20,카페,수다,1558081572469 ,1558081657297 ,84,4,4,4,
p7,강의실,과제/팀플,1558081895198 ,1558081947523 ,217,3,4,4,
p14,연구실,인강,1558081818229 ,1558081955369 ,137,5,5,2,카톡
p16,연구실,공부,1558081458297 ,1558082152545 ,694,5,5,3,!
p13,집,인터넷,1558079776061 ,1558082192224 ,2416,4,4,2,인터넷 뱅킹중 계좌확인
p23,집,식사,1558082354350 ,1558082378699 ,287,5,5,3,식사
p25,기숙사,공부,1558080759395 ,1558082424697 ,1666,4,4,3,
p30,알바,일,1558082428257 ,1558082949891 ,521,4,4,2,
p13,집,공부,1558082857074 ,1558082988117 ,131,4,4,3,코딩중 검색
p4,본가,공부,1558079494287 ,1558083173514 ,3679,3,3,3,
p31,피시방,게임,1558081615327 ,1558083253899 ,1639,3,3,3,
p30,알바,일,1558083193068 ,1558083318216 ,125,4,3,2,
p2,집,휴식,1558080513035 ,1558083628482 ,3115,5,5,1,
p19,식당,식사,1558083688252 ,1558083755209 ,67,4,3,3,식사중 시간확인
p4,본가,개인정비,1558083721974 ,1558083943182 ,221,4,4,4,
p3,자취방,여가활동,1558083763293 ,1558084077849 ,315,5,5,1,
p12,술집,휴식,1558083914081 ,1558084068905 ,508,3,3,2,알바 도착해서 시작 전 휴식
p4,본가,공부,1558084321281 ,1558084391097 ,70,3,3,3,
p2,집,수면,1558083831752 ,1558084440141 ,608,5,5,1,시간확인
p12,술집,알바,1558084265107 ,1558084601108 ,336,3,4,2,카톡 확인
p9,카페,공부,1558084347235 ,1558084723722 ,377,4,5,4,톡
p4,본가,공부,1558084926733 ,1558084944132 ,149,3,3,3,공부를하는중에카톡을위ㅙ
p28,기숙사,여가,1558084938681 ,1558084948328 ,0,3,2,2,sns
p16,연구실,실험,1558084617057 ,1558085076436 ,459,5,5,3,
p33,식당,식사,1558085111085 ,1558085153301 ,42,4,3,3,밥 먹다가 친구가 카톡해서
p4,본가,공부,1558085240637 ,1558085654683 ,413,3,3,3,
p17,인후 식당,식사,1558085173898 ,1558085558493 ,384,4,4,4,카톡 확인
p26,동아리방,밴드합주,1558085264601 ,1558085696799 ,432,5,4,2,연락
p4,본가,공부,1558085874292 ,1558085960109 ,86,3,3,3,공부중에 카톡
p2,집,TV시청,1558086088671 ,1558086287722 ,199,5,5,1,캬톡확인
p9,카페,공부,1558086220260 ,1558086353269 ,133,4,5,4,톡
p28,기숙사,여가,1558086844348 ,1558086868358 ,806,4,4,3,sns
p9,카페,공부,1558087255620 ,1558087461027 ,205,4,5,4,톡
p15,외출,식사,1558086662119 ,1558087528868 ,866,3,4,3,
p4,본가,공부,1558086272621 ,1558087580319 ,1307,3,3,4,휴식중카톡
p7,대중교통,준비,1558087495642 ,1558087747154 ,251,3,3,3,
p1,도서관,수면,1558086344606 ,1558087844087 ,1499,3,3,1,
p13,집,휴식,1558086441086 ,1558087884112 ,1443,4,4,2,화장실볼일보는중 인터넷서핑
p33,식당,식사,1558088101063 ,1558088164856 ,64,4,3,3,친구한테 카톡 와서
p2,집,TV시청,1558088239341 ,1558088332894 ,93,5,5,1,
p4,본가,개인정비,1558087807836 ,1558088334866 ,526,3,3,3,식사후 웹서핑
p9,버스,수면,1558088645578 ,1558088661701 ,268,5,4,4,알람끄려고
p32,도서관,공부,1558088838123 ,1558088862360 ,2586,3,3,3,프린트와 컴퓨터를 이용산 공부 연학확인
p28,기숙사,여가,1558088550143 ,1558088933062 ,383,4,4,3,sns
p1,도서관,휴식,1558088440489 ,1558089053272 ,612,3,3,1,
p33,식당,식사,1558088771880 ,1558089211934 ,439,4,3,3,카톡
p14,연구실,실험,1558088786624 ,1558089454399 ,667,5,5,1,잘못누름
p19,집,휴식,1558087120318 ,1558089519274 ,2399,4,4,4,버스이동중 시간확인
p2,집,TV시청,1558088523137 ,1558089543494 ,1020,5,5,1,시간확인
p4,본가,공부,1558089633485 ,1558089654642 ,20,3,3,3,공부중카톡
p18,식당,식사,1558088275762 ,1558089973939 ,1698,4,4,2,
p33,공연장,외출(준비),1558090089477 ,1558090114918 ,12,3,3,2,시계 보려고
p4,본가,개인정비,1558089921924 ,1558090120194 ,42,3,3,3,휴식중카톡
p11,집,공부,1558089789493 ,1558090232930 ,443,4,4,4,자격증공부 중 정보검색
p28,기숙사,여가,1558089881687 ,1558090603507 ,721,4,3,3,sns
p33,공연장,공연,1558090919229 ,1558090987756 ,59,3,3,2,입금 들어와서 확인하려고
p2,교통,휴식,1558091421446 ,1558091512000 ,91,5,5,1,카톡
p12,술집,알바,1558090979847 ,1558091634042 ,654,4,4,3,알바 짬나는 시간 동안 카톡 확인
p30,알바,일,1558091633553 ,1558091644935 ,340,4,4,2,일 마쳐서
p4,본가,공부,1558091192289 ,1558091789358 ,597,3,3,3,
p28,기숙사,여가,1558091970403 ,1558092023765 ,53,4,3,3,sns
p6,기숙사,휴식,1558092180263 ,1558092265750 ,10087,4,4,4,기숙사에서 컴퓨터로 예능보다가 핸드폰 충전이 다 되어서 충전기를 뺏더니 5분안에 설문조사하라는 알림이 떠서
p26,강의실,식사,1558093659886 ,1558093705312 ,45,4,4,3,연락
p9,집,식사,1558093565381 ,1558093760842 ,439,4,2,2,검색
p7,길거리,식사,1558093933137 ,1558094088668 ,155,3,3,3,
p4,본가,공부,1558094971312 ,1558095061184 ,16,3,3,3,
p22,집,게임,1558095122490 ,1558095179232 ,14836,4,4,4,
p3,자취방,여가활동,1558095132838 ,1558095265457 ,132,5,5,1,
p9,집,공부,1558094513332 ,1558095413520 ,900,2,5,4,블랙보드
p4,본가,공부,1558095431821 ,1558095599218 ,167,3,3,3,
p14,연구실,실험,1558095794826 ,1558095886634 ,92,5,5,2,카톡
p4,본가,공부,1558095846302 ,1558095904652 ,9,3,3,4,
p2,대운동장,축제감상,1558095740544 ,1558095997231 ,256,5,5,1,시간확인
p23,도서관,공부,1558096531051 ,1558096562279 ,31,3,3,1,알림
p1,운동장,기타,1558096214208 ,1558096621701 ,408,3,3,1,
p3,자취방,이동중,1558096367325 ,1558096752741 ,386,5,5,1,
p28,기숙사,여가,1558096609349 ,1558096842303 ,233,4,3,2,sns
p2,대운동장,축제감상,1558096356732 ,1558096699897 ,343,5,5,1,
p2,대운동장,축제감상,1558096891710 ,1558097274398 ,382,5,5,1,
p4,본가,공부,1558097317591 ,1558097325459 ,7,3,3,3,
p19,집,음주,1558093439716 ,1558097479582 ,4039,4,4,5,집에서 음주하는중 카톡확인
p19,집,음주,1558093439716 ,1558097479582 ,4039,4,4,5,집에서 음주하는중 카톡확인
p2,대운동장,축제감상,1558097954601 ,1558098344879 ,389,5,5,1,시간확인
p4,본가,개인정비,1558099201736 ,1558099220540 ,18,4,4,3,카톡을하기위해
p20,기숙사,수다,1558099538866 ,1558099586509 ,47,4,4,4,
p6,기숙사,휴식,1558099373253 ,1558099800122 ,427,4,4,3,기숙사 방에서 컴퓨터로 예능 보다가 핸드폰으로 잠깐 인터넷 검색하려고
p19,집,음주,1558099496846 ,1558099998309 ,501,4,4,3,시간확인
p21,기숙사,휴식,1558100513073 ,1558100525563 ,123,4,2,2,웹서핑중 카톡
p5,집,식사,1558100566890 ,1558100634225 ,67,2,2,1,참외먹다가 카톡
p19,피시방,휴식,1558100522839 ,1558100970761 ,448,3,3,2,휴식중 카톡확인
p10,학교,기타,1558099089089 ,1558101000669 ,1912,5,5,2,근로 중 쉴 때
p3,공공장소,이동중,1558100796140 ,1558101113809 ,318,3,3,1,
p7,대중교통,준비,1558101574658 ,1558101615214 ,446,2,2,2,버스 기다리던 중 시간 확인
p5,집,휴식,1558101673909 ,1558101832440 ,158,3,3,2,쇼핑중에 카톡
p4,본가,개인정비,1558101463288 ,1558101884783 ,422,3,3,3,
p2,교통,휴식,1558102009798 ,1558102069357 ,59,5,5,1,알림
p19,집,음주,1558101710224 ,1558102147155 ,436,4,4,3,시간확인
p7,집,TV시청,1558102851206 ,1558102869884 ,514,3,2,3,
p16,집,휴식,1558102067242 ,1558102978333 ,911,1,1,1,
p21,기숙사,휴식,1558102960702 ,1558103247530 ,0,4,2,2,웹서핑 중 카톡
p18,도서관,휴식,1558103051643 ,1558103268190 ,216,4,4,2,
p19,집,음주,1558102802318 ,1558103566066 ,764,4,4,1,음주중 카톡확인
p13,집,게임,1558103382077 ,1558103687703 ,306,4,4,3,겜임중 메세지확인
p26,동아리방,식사,1558103933329 ,1558104031448 ,98,4,4,2,연락
p16,집,휴식,1558103329059 ,1558104099979 ,771,1,1,1,
p16,집,휴식,1558104416352 ,1558104506355 ,90,1,1,1,
p29,헬스장,헬스,1558104028002 ,1558104676391 ,648,3,3,3,메신저
p17,운동장,친구와 오프라인 대화,1558087976771 ,1558088910083 ,933,3,4,3,카톡 확인
p20,기숙사,수면,1558105003519 ,1558105369116 ,365,4,4,4,
p29,헬스장,헬스,1558105152035 ,1558105412434 ,260,3,3,3,
p11,집,휴식,1558105388020 ,1558105439116 ,91,4,4,4,드라마보다가 카톡
p16,집,휴식,1558106003724 ,1558106266455 ,262,1,1,1,
p31,집,기타,1558106607646 ,1558106723609 ,116,3,3,1,카톡
p20,기숙사,수다,1558106702894 ,1558107085162 ,382,4,4,4,
p6,기숙사,휴식,1558100411623 ,1558107492241 ,7080,4,4,4,방에서 예능보면서 쉼. 카톡과 알람 확인하기 위하여
p32,집,공부,1558105651021 ,1558107588436 ,1937,4,4,3,인터넷 감색을 통한 공부후 페이스북 사용
p17,집,혼자 생각,1558107521642 ,1558107591276 ,69,3,4,3,카톡 확인
p27,집,휴식,1558107102313 ,1558107742173 ,640,1,1,1,연락
p4,본가,공부,1558108350011 ,1558108416390 ,66,4,4,4,
p13,집,게임,1558104761325 ,1558108513419 ,3752,4,4,1,게임중 메세지확닌
p20,기숙사,수다,1558108331862 ,1558108947032 ,615,4,3,3,
p31,집,기타,1558108795705 ,1558108976234 ,180,1,1,1,
p10,학교,기타,1558108383522 ,1558109493949 ,1110,5,5,1,근로 중 휴식
p29,기숙사,휴식,1558110425546 ,1558110912816 ,487,3,3,3,메신저확인
p11,집,휴식,1558110845101 ,1558111163169 ,318,4,4,4,샤워후 확인
p2,홍대,놂,1558111222170 ,1558111265855 ,44,5,5,1,카톡확인
p31,집,기타,1558111238716 ,1558111417933 ,179,1,1,1,
p18,자취방,수면,1558108462867 ,1558111863166 ,3400,4,4,3,
p25,식당,식사,1558111977881 ,1558112047794 ,49,3,4,3,
p33,집,드라마,1558109507251 ,1558112074053 ,2567,4,4,3,갠톡이 와서
p15,집,청소,1558111765334 ,1558112540226 ,775,4,3,3,
p11,집,공부,1558112342484 ,1558112897404 ,554,4,4,4,자격증공부 중 휴식
p25,식당,여가활동,1558112696101 ,1558112939931 ,244,3,3,1,
p2,홍대,놂,1558113097395 ,1558113457129 ,360,5,5,1,
p33,집,드라마,1558114273066 ,1558115031523 ,758,4,4,3,문자가 와서
p22,집,게임,1558116147799 ,1558116198719 ,20750,3,3,2,
p11,집,공부,1558115544403 ,1558116405565 ,861,4,4,4,자격증 공부 중 인터넷
p1,후문,기타,1558116112620 ,1558116426582 ,314,3,3,1,
p1,기타,기타,1558116991049 ,1558117407450 ,416,3,3,1,
p11,집,휴식,1558117828353 ,1558117849006 ,21,4,4,4,과제 중 카톡
p1,기타,기타,1558117862239 ,1558117989534 ,128,3,3,1,
p1,집,기타,1558118253042 ,1558118728255 ,475,3,3,1,
p7,집,수면,1558118646309 ,1558118815759 ,169,3,3,3,
p25,기숙사,여가활동,1558119280848 ,1558119369181 ,88,3,3,1,방에와서 씻기전 폰
p13,집,휴식,1558108774113 ,1558119426734 ,10653,4,4,1,인터넷사용중 메세지
p1,집,기타,1558119710040 ,1558119829021 ,118,3,3,1,
p2,홍대,놂,1558120071911 ,1558120364757 ,293,5,5,1,
p10,학교,기타,1558115087400 ,1558121156588 ,6070,5,5,2,
p25,기숙사,샤워,1558120703225 ,1558121485630 ,782,3,2,1,샤워하고 자기전 핸드폰
p13,집,휴식,1558119977064 ,1558121939443 ,1962,4,4,1,인터넷 서핑중 메세지확인
p9,집,수면,1558122667493 ,1558122685576 ,73,4,4,4,알람끄기
p1,집,휴식,1558120952104 ,1558122695459 ,1743,3,3,1,
p10,학교,기타,1558122861510 ,1558122907095 ,309,5,5,1,
p1,집,휴식,1558122950036 ,1558123002277 ,52,3,3,1,
p13,집,휴식,1558122486072 ,1558123105092 ,619,4,4,1,휴식중 인터넷서핑
p9,집,수면,1558123086152 ,1558123106816 ,192,5,4,4,알람
p9,집,수면,1558123307651 ,1558123634133 ,326,5,3,4,잠깨려고
p1,집,기타,1558123874045 ,1558123980029 ,106,3,3,3,
p9,집,공부,1558124556006 ,1558124750655 ,194,4,5,4,웹툰
p13,집,수면,1558124584277 ,1558124769193 ,1065,4,4,1,수면전 유투ㅡ브
p9,집,공부,1558126573046 ,1558126608486 ,68,5,5,4,알람끄기
p10,대중교통 길,기타,1558126898669 ,1558127162681 ,27,4,5,2,
p15,집,수면,1558128007230 ,1558128035591 ,59,3,4,3,
p10,대중교통 길,수면,1558127502651 ,1558128207405 ,704,4,1,1,
p9,집,나갈준비,1558128621051 ,1558129019597 ,399,4,2,2,웹툰
p27,집,휴식,1558129371808 ,1558129396308 ,18284,1,1,1,연락
p5,집,수면,1558108288389 ,1558130379463 ,22091,3,3,1,알람때매 켜졌습니다
p16,집,수면,1558126057071 ,1558130440134 ,4383,1,1,1,
p32,집,수면,1558110077030 ,1558130927378 ,20850,4,4,3,연락확임
p9,길거리,걷기,1558131652356 ,1558131681606 ,30,4,2,2,음악
p15,기숙사,수면,1558132737058 ,1558133417845 ,681,3,3,3,
p27,집,휴식,1558130964801 ,1558133472410 ,2507,1,1,1,알람
p11,집,수면,1558118274866 ,1558133484122 ,15209,4,4,5,잠자고나서 핸브퐈확인
p3,자취방,식사,1558133467700 ,1558133702283 ,26075,3,4,1,sns 확인을 위해서
p15,집,수면,1558134009064 ,1558134091589 ,6,3,3,3,
p21,기숙사,수면,1558133182035 ,1558134347693 ,1165,4,4,5,수면 후 카톡
p27,집,휴식,1558134204110 ,1558134681515 ,477,1,1,1,ㅅ연락
p23,집,수면,1558125361547 ,1558135342966 ,9981,5,5,1,알림
p27,집,휴식,1558134982213 ,1558135379253 ,397,1,1,1,연락
p28,기숙사,여가,1558135426671 ,1558135446066 ,19,2,2,2,sns
p6,기숙사,수면,1558135808387 ,1558135872907 ,14332,4,4,4,기상 알람을 끄기 위해
p9,노래방,노래,1558135700415 ,1558136249201 ,549,5,3,2,톡
p5,집,수면,1558131984943 ,1558136283452 ,4298,3,3,3,알람종료
p30,기숙사,수면,1558136436160 ,1558136480608 ,11215,4,3,3,
p14,기숙사,수면,1558112987378 ,1558136725392 ,23738,5,1,1,알람
p5,집,수면,1558136488897 ,1558136729527 ,240,1,1,1,알람종료
p20,기숙사,수면,1558110214847 ,1558137004618 ,26789,4,4,4,일어나 알람을 끄기 위해
p30,기숙사,수면,1558137053269 ,1558137089765 ,322,4,4,3,
p4,본가,공부,1558136816557 ,1558137385277 ,568,3,3,4,
p14,기숙사,수면,1558137020300 ,1558137604490 ,584,4,2,3,카톡
p18,자취방,수면,1558112298641 ,1558137629816 ,25331,4,3,3,
p21,기숙사,휴식,1558137568562 ,1558137657997 ,89,4,2,2,웹서핑중 카톡
p30,기숙사,수면,1558137287202 ,1558137678074 ,391,4,3,3,
p24,집,수면,1558137724134 ,1558137738264 ,24,4,4,3,
p28,기숙사,여가,1558137957726 ,1558138162306 ,204,4,3,2,sns
p9,강의실,공부,1558137781102 ,1558138630589 ,850,4,5,4,톡.졸려서
p7,집,수면,1558130946064 ,1558139726531 ,8780,3,3,3,
p9,강의실,공부,1558139133800 ,1558139879356 ,745,4,5,4,블랙보드
p27,알바,수업,1558139903761 ,1558139924538 ,292,4,4,4,학원생연락
p23,집,수면,1558140295689 ,1558140314026 ,18,4,4,5,알람
p14,기숙사,나갈준비,1558140421319 ,1558140576874 ,156,5,1,1,카톧
p15,집,수면,1558140607410 ,1558140689178 ,666,3,3,4,
p11,집,수면,1558140697592 ,1558140742938 ,44,4,4,4,수면후 폰 확인
p8,ETC,수면,1558140486043 ,1558141326223 ,839,5,5,3,알람
p4,본가,수면,1558140711107 ,1558141381295 ,670,3,3,3,
p33,집,수면,1558138288061 ,1558141640230 ,3352,4,4,3,전화와서
p27,알바,수업,1558140377553 ,1558141771274 ,1393,1,1,1,연락
p5,알바,휴식,1558141553885 ,1558141949350 ,395,2,2,1,수다떨다 카톡보기
p4,본가,공부,1558141566656 ,1558142161687 ,595,3,3,3,
p5,알바,일,1558142247875 ,1558142317097 ,69,3,3,1,알바하다 카톡
p8,ETC,식사,1558143017414 ,1558143035914 ,253,5,5,3,알람끄기
p15,집,외출준비,1558143177303 ,1558143188301 ,1,3,3,3,카톡확인
p14,연구실,논문 읽기,1558143206782 ,1558143225248 ,232,3,5,3,카톡
p17,집,수면,1558138212354 ,1558143268007 ,5056,5,3,3,카톡 확인
p5,알바,일,1558142897037 ,1558143285287 ,388,3,3,1,일중 카톡
p31,집,기타,1558142745787 ,1558143549397 ,803,1,1,1,
p20,기숙사,잡일,1558143355965 ,1558143716382 ,360,4,4,4,
p8,화장실,샤워,1558143500645 ,1558143961901 ,460,5,5,3,시간
p11,집,휴식,1558144031211 ,1558144117316 ,86,4,4,4,샤워후 문자확인
p33,집,수면,1558143983947 ,1558144174407 ,190,4,4,3,일어날 시간이라서
p27,알바,일,1558142445031 ,1558144493273 ,2048,1,1,1,휴식
p7,집,수면,1558141882059 ,1558144513044 ,2631,3,3,3,
p8,화장실,샤워,1558144252631 ,1558144684890 ,432,5,5,3,시간
p5,알바,일,1558144584109 ,1558144753729 ,169,4,4,2,일중 노래바꾸려고
p7,집,수면,1558144748078 ,1558144810576 ,63,3,3,3,
p4,본가,개인정비,1558145067172 ,1558145313492 ,267,3,3,3,
