pid,location,activity,start_time,end_time,duration_sec,actual_concentration,expected_concentration,perceived_distraction,purpose_of_using_smartphone
p6,강의실,수영,1558145221770 ,1558145356605 ,0,5,4,3,오전에 수영장에서 수영하고 랩에 옴. 카톡 ㄴ알람이 계속 떠서 확잉하려고
p14,강의실,발표,1558143541674 ,1558145408496 ,1866,5,5,1,카톡
p4,본가,수면,1558145769298 ,1558145816268 ,47,3,3,3,
p16,집,휴식,1558145435063 ,1558146446719 ,1011,1,1,1,연락
p22,집,수면,1558146771493 ,1558146860960 ,89,1,1,1,
p7,집,수면,1558145036066 ,1558147198287 ,2162,3,3,3,
p3,자취방,수면,1558144956388 ,1558147678608 ,2722,4,4,1,
p17,집,식사,1558147657645 ,1558147882449 ,224,4,4,4,"카톡 확인, 인터넷"
p6,랩,휴식,1558145734463 ,1558147990764 ,2256,4,4,4,랩에서 친구와 이야기를 나눔. 카톡 확인하기 위해 핸드폰 사용
p8,버스,ETC,1558147801486 ,1558148005933 ,40,5,3,3,ㅈ카톡
p1,집,수면,1558140150704 ,1558148032265 ,7881,3,3,1,
p16,집,휴식,1558148105688 ,1558148145249 ,0,1,1,1,
p24,집,세안 및 샤워,1558145955113 ,1558148280381 ,2325,4,4,3,인터넷
p27,강의실,휴식,1558148523490 ,1558148555716 ,3243,1,1,1,연락
p1,집,휴식,1558148764544 ,1558148831892 ,67,3,3,1,
p11,집,휴식,1558148611224 ,1558148847735 ,237,4,4,4,코노중 카톡
p28,동아리방,여가,1558148945963 ,1558149034866 ,89,2,2,2,sns
p6,기숙사,걸어서 이동,1558148770256 ,1558149152311 ,382,4,4,4,방 청소를 하면서 시청할 영상자료를 틀기 위하여
p23,도서관,공부,1558149181157 ,1558149342491 ,161,4,3,3,알림
p5,알바,일,1558147249159 ,1558149657907 ,2409,3,3,1,보정끝나고 카톡
p7,집,수면,1558149651120 ,1558149657540 ,1,3,3,3,
p23,식당,식사,1558149689585 ,1558149779216 ,148,4,4,1,알림
p21,야외,휴식,1558149790515 ,1558149860896 ,0,4,2,2,야외에서 대기중 카톡
p33,집,외출(준비),1558148938753 ,1558149947179 ,1008,5,4,3,지도 확인
p1,집,기타,1558149939063 ,1558150021536 ,82,3,3,1,
p32,식당,쇼핑,1558150466062 ,1558150519982 ,54,3,3,2,쇼핑중 연락확인
p16,식당,식사,1558150539137 ,1558150794157 ,255,5,5,1,
p9,카페,노트북.여행갈거정보찾기,1558150628783 ,1558150992038 ,363,5,2,2,톡
p22,집,식사,1558150237173 ,1558151030431 ,793,1,1,1,
p16,식당,식사,1558150993457 ,1558151040188 ,46,1,1,1,
p17,집,식사,1558150790038 ,1558151073428 ,283,4,4,4,카톡 확인
p10,집,수면,1558128395445 ,1558151139568 ,22743,5,5,2,
p20,헬스장,헬스,1558149832141 ,1558151196079 ,1364,4,4,4,
p29,야외,식사,1558151337134 ,1558151351126 ,119,3,3,3,메신저
p28,동아리방,여가,1558151500525 ,1558151847149 ,346,4,3,2,sns
p26,집,수면,1558147042211 ,1558151961142 ,4919,4,4,3,연락
p1,후문,식사,1558152021849 ,1558152065237 ,43,3,3,1,
p19,집,휴식,1558151481678 ,1558152294165 ,812,4,3,3,게임중 시간확인
p13,집,식사,1558151135218 ,1558152437928 ,1303,4,4,3,식사후 메세지확인
p7,집,식사,1558152797135 ,1558152808490 ,0,3,3,3,
p19,집,휴식,1558152846065 ,1558153034644 ,189,3,3,3,게임중시간확인
p31,기타,기타,1558153358039 ,1558153425912 ,68,1,1,1,
p1,후문,기타,1558152802537 ,1558153512905 ,709,3,3,1,
p22,하이테크,기타,1557900301707 ,1557900357323 ,119,1,1,1,
p22,도서관,이동,1557984917767 ,1557985104510 ,187,1,1,1,문자확인
p22,강의실,수업,1557979709178 ,1557981049084 ,1340,3,3,4,검색
p27,대중교통,휴식,1558153410294 ,1558153974548 ,565,1,1,1,ㄱ지도검색
p33,백화점,쇼핑,1558154281461 ,1558154346758 ,65,4,3,3,삼성페이 써야돼서
p7,집,준비,1558154511533 ,1558154530860 ,19,3,3,3,
p19,집,휴식,1558153386045 ,1558154675549 ,1289,3,3,1,게임중 시간확인
p10,집,식사,1558152901062 ,1558155247179 ,2346,5,5,1,
p16,카페,휴식,1558155516176 ,1558156018005 ,502,3,3,3,인터넷 검색
p9,강의실,공부,1558156028243 ,1558156049131 ,3596,2,5,3,톡
p25,식당,식사,1558156351848 ,1558156384739 ,33,4,3,2,
p3,자취방,식사,1558155777674 ,1558156617347 ,839,3,4,1,
p32,지하철,좌석이동,1558157043718 ,1558157247391 ,0,2,2,2,연락확인
p5,알바,일,1558157687283 ,1558157956866 ,269,3,3,1,카톡
p29,야외,사교활동,1558157999000 ,1558158044449 ,45,2,2,2,카톡.
p24,지하철 및 버스,이동,1558158157353 ,1558158201695 ,45,4,4,3,
p11,집,공부,1558158349407 ,1558158588619 ,239,4,4,4,자격증공부중 카톡
p19,집,식사,1558157872983 ,1558158707186 ,834,4,3,3,식사중 시간확인
p11,집,공부,1558158783585 ,1558158975957 ,192,4,4,4,자격증공부 중 카톡
p7,집,준비,1558159079064 ,1558159088957 ,496,3,4,4,
p12,자취방,휴식,1558159211471 ,1558159318865 ,106,2,2,1,일어나서 씻을 준비하고 카톡 확인
p3,자취방,식사,1558159172767 ,1558159404576 ,232,3,5,2,
p7,집,준비,1558159337061 ,1558159449297 ,112,3,4,3,
p11,집,공부,1558159213803 ,1558159517038 ,303,4,4,4,자격증 공부ㅜ중 카톡
p22,집,공부,1558159533079 ,1558159673545 ,157,3,4,4,
p10,집,기타,1558159286533 ,1558159698052 ,411,5,5,1,전화통화
p15,외출,놀기,1558159695067 ,1558159779456 ,84,3,3,2,
p3,자취방,식사,1558160108428 ,1558160168203 ,60,3,4,1,
p5,알바,일,1558159718611 ,1558160292573 ,573,4,4,2,보정중 카톡
p11,집,휴식,1558160389852 ,1558160438876 ,49,4,4,4,웹서핑중 카톡
p3,자취방,식사,1558160383587 ,1558160606594 ,223,3,4,1,
p24,식당,식사,1558160056564 ,1558160081627 ,275,4,4,2,인터넷
p20,기숙사,게임,1558160173841 ,1558160699860 ,526,4,4,4,컴퓨터중시간 확인ㅇㄹ 이위해
p12,자취방,샤워,1558160769957 ,1558160856643 ,86,3,2,1,샤워 끝내고 카카오톡 확인
p18,자취방,휴식,1558160708167 ,1558160970269 ,262,4,4,2,
p5,알바,일,1558160862923 ,1558161016314 ,153,4,4,2,쉬는시간에 카톡
p6,기숙사,수면,1558154270354 ,1558161462996 ,7193,4,4,4,카톡 확인하기 위하여
p9,강의실,공부,1558161382011 ,1558161468791 ,0,3,5,4,톡
p5,알바,일,1558161220658 ,1558161481255 ,260,4,4,3,일도중에 알림이 켜짐
p12,차,이동중,1558161295540 ,1558161510174 ,214,2,1,1,차타고 을왕리로 이동 중 카톡 확인
p19,집,휴식,1558161494510 ,1558161580088 ,85,3,3,2,게임하는중에 시간확인
p5,알바,일,1558161707156 ,1558161777811 ,70,4,4,2,보정끝나고 카톡
p5,알바,일,1558162105726 ,1558162612187 ,506,3,3,3,일중에 이게 뜸
p19,집,휴식,1558161796742 ,1558162661798 ,864,3,3,3,게임중 시갆학인
p28,기숙사,여가,1558162692509 ,1558162763633 ,70,3,3,3,sns
p5,알바,일,1558162801897 ,1558162931925 ,130,4,4,3,카톡
p11,집,과제,1558162532046 ,1558163000828 ,469,4,4,4,과제중 카톡검색
p1,집,휴식,1558162707038 ,1558163219758 ,513,3,3,1,
p20,기숙사,연구,1558162381435 ,1558163631320 ,1250,4,4,4,연구 중 시간 확인을 위해
p11,집,과제,1558163751721 ,1558163784018 ,32,4,4,4,과제중 휴식
p28,기숙사,여가,1558163838671 ,1558163944602 ,106,3,3,3,sns
p1,집,기타,1558163908105 ,1558163951202 ,43,3,3,1,
p8,기숙사,컴퓨터,1558162901675 ,1558164199486 ,1297,5,5,1,
p3,공공장소,이동중,1558164274418 ,1558164284023 ,602,3,3,1,
p19,집,휴식,1558163271894 ,1558164348848 ,1077,3,3,3,게임중 시간확인
p12,차,이동중,1558164301850 ,1558164519392 ,217,2,1,1,차 타고 을왕리 이동 중 카톡 확인
p19,집,휴식,1558164609444 ,1558164768078 ,159,3,3,3,게임중 시간확인
p1,집,휴식,1558164603042 ,1558164819615 ,216,3,3,1,
p8,기숙사,컴퓨터,1558164420537 ,1558165309277 ,888,5,5,1,
p12,차,이동중,1558165444386 ,1558165477003 ,33,2,1,1,을왕리 이동 중 인스타그램
p2,집,TV시청,1558165353588 ,1558165495934 ,141,5,5,1,카톡확인
p22,집,게임,1558160202632 ,1558166236263 ,6033,3,3,2,카톡
p19,집,휴식,1558165210919 ,1558166665120 ,1454,3,3,3,게임중 카톡알람뜸
p5,기타,산책,1558167114019 ,1558167185583 ,72,3,3,2,노래 바꾸기
p19,집,휴식,1558167036484 ,1558167218187 ,181,3,3,3,게임하는중에 시간확인
p12,카페,과제,1558167071874 ,1558167466137 ,394,4,4,4,을왕리 카페에서 코딩 과제중 카톡 확인
p26,술집,식사,1558167657082 ,1558167690667 ,34,4,4,2,연락
p19,집,휴식,1558167529440 ,1558167852795 ,323,3,3,3,게임중시간확인
p12,카페,공부,1558167864855 ,1558167988905 ,124,4,5,4,코딩 중 웹서핑
p15,외출,놀기,1558167454063 ,1558168152602 ,698,4,3,3,
p3,공공장소,이동중,1558168568192 ,1558168581161 ,1024,4,4,1,
p22,집,게임,1558168003178 ,1558168767454 ,764,3,3,2,
p26,집,식사,1558168969768 ,1558168994269 ,24,4,4,2,연락
p2,집,TV시청,1558169018978 ,1558169035115 ,831,5,5,1,카톧확인
p5,기타,휴식,1558168234890 ,1558169045816 ,811,4,4,4,무의식적으로 눌렀다
p12,카페,공부,1558168201850 ,1558169204427 ,1002,4,5,4,코딩 중 쉬려고 네이버 뉴스 확인
p9,길거리,친구랑 노는중,1558169060063 ,1558169226789 ,167,4,4,4,검색
p19,집,휴식,1558168048019 ,1558169411684 ,1363,3,3,3,게임하는중 시간확인
p6,학교 밖,교통수단,1558169211261 ,1558169468774 ,258,4,4,3,홈커밍 식사 장소로 이동 중 길 찾기 위해
p15,외출,놀기,1558165951731 ,1558165962000 ,681,4,3,3,
p15,외출,놀기,1558166267066 ,1558167101059 ,834,4,4,2,
p15,외출,놀기,1558166267066 ,1558167101059 ,834,4,4,2,
p25,카페,여가활동,1558167567058 ,1558169490585 ,1923,3,3,1,
p5,기타,휴식,1558169585898 ,1558169817676 ,231,4,4,4,카메라확인하려다
p8,기숙사,컴퓨터,1558165554366 ,1558169849803 ,4295,5,5,3,
p2,집,TV시청,1558170008645 ,1558170028166 ,249,5,5,1,알람끄기
p19,집,휴식,1558169994106 ,1558170242053 ,248,3,3,3,게임중 시간확인
p6,식당,식사,1558170984551 ,1558171024956 ,633,4,4,4,홈커밍 자리. 문자 확인하려고
p2,집,TV시청,1558170283179 ,1558171205197 ,922,5,5,1,웹서핑
p24,영화관,영화,1558171284106 ,1558171308514 ,272,4,4,5,
p12,카페,휴식,1558171176850 ,1558171334334 ,157,2,1,1,휴식 간 카카오톡 이용
p28,기숙사,여가,1558171159508 ,1558171427480 ,267,3,3,2,sns
p3,쇼핑,쇼핑,1558171475408 ,1558171622886 ,148,4,5,1,쇼핑 중에 sns 확인을 위해서
p5,기타,휴식,1558170825014 ,1558171734350 ,909,4,4,3,카톡
p12,카페,휴식,1558171647859 ,1558171926242 ,278,2,2,1,다음 카페 댓글 작성
p5,기타,휴식,1558171953891 ,1558172200099 ,246,4,4,1,카톡
p13,집,공부,1558168661309 ,1558172465744 ,3804,4,4,3,수학공부중 인터넷사용
p16,야구장,관람,1558172529254 ,1558172769147 ,240,5,5,3,관람 중 연락확인
p13,집,휴식,1558172802079 ,1558172865871 ,63,4,4,2,공부중 화장실에서 인터넷
p1,집,휴식,1558172982669 ,1558173215173 ,232,3,3,1,
p6,식당,식사,1558173241405 ,1558173544471 ,304,5,4,4,카톡 확인하기 위해
p14,집,영화,1558173310134 ,1558173556117 ,246,5,2,3,카턱
p25,카페,여가활동,1558170391858 ,1558173586753 ,3194,4,3,3,카페에서 메신저 확인
p13,집,공부,1558173351090 ,1558174111444 ,760,4,4,3,코딩중 문자확인
p9,한강공원,친구랑 노는중,1558173896714 ,1558174519633 ,623,5,4,4,검색
p1,집,기타,1558173512332 ,1558174597341 ,1085,3,3,1,
p31,기타,기타,1558174576082 ,1558174604745 ,114,1,1,1,ㅣ캠핑중
p17,알바장소,아르바이트,1558160852842 ,1558174607566 ,13754,4,4,4,카톡 확인
p29,도서관,공부,1558163881998 ,1558174797333 ,10915,4,4,4,카톡
p33,지하철,외출(준비),1558175096053 ,1558175155620 ,59,3,2,2,심심해서 게임하려고
p18,자취방,휴식,1558175179929 ,1558175217046 ,37,4,4,2,
p1,기타,기타,1558174874725 ,1558175548073 ,673,3,3,1,
p9,한강공원,친구랑 노는중,1558174784585 ,1558175859377 ,1074,4,4,4,검색
p29,기숙사,식사,1558175604024 ,1558175967589 ,363,2,2,2,
p20,카페,수다,1558175296839 ,1558176245818 ,949,4,4,4,수다 중 시간 확인을 위해
p1,기타,기타,1558175742036 ,1558176373136 ,631,3,3,1,
p19,집,식사,1558174903395 ,1558176547816 ,1645,3,3,3,식사중 카톡알람뜸
p10,집,수면,1558162328261 ,1558176644497 ,14317,5,5,1,
p32,도서관,공부,1558176076401 ,1558176895272 ,819,3,3,3,자소서쓰다가 연락확인
p5,밥집,식사,1558176829899 ,1558176907379 ,77,3,3,2,사진찍기
p26,술집,식사,1558176938213 ,1558177017891 ,80,4,4,2,연락
p1,기타,기타,1558177114398 ,1558177232262 ,118,3,3,1,
p18,자취방,공부,1558175548922 ,1558177313007 ,1764,4,4,2,
p10,집,기타,1558177635411 ,1558177768075 ,133,4,5,1,
p3,공공장소,이동중,1558177768397 ,1558177807343 ,39,3,4,2,
p8,기숙사,컴퓨터,1558173164398 ,1558177850046 ,4686,5,5,1,
p9,한강공원,친구랑 노는중,1558177560422 ,1558177976522 ,416,4,4,4,음악선곡
p25,식당,식사,1558177325411 ,1558178020600 ,695,3,3,1,밥먹다 msi 결과 확인
p2,집,TV시청,1558177274739 ,1558178112611 ,837,5,5,1,카톡
p28,기숙사,여가,1558178140467 ,1558178176516 ,35,4,3,4,카톡확인
p3,쇼핑,쇼핑,1558178126248 ,1558178210742 ,85,3,3,1,쇼핑 중 시간 확인을 위해서
p12,차,휴식,1558177218861 ,1558178249795 ,1030,2,2,1,자다가 깨서 휴대폰 사용
p8,기숙사,컴퓨터,1558178095365 ,1558178280794 ,186,5,5,1,
p10,집,기타,1558178233410 ,1558178353684 ,257,5,5,1,
p6,식당,식사,1558178234641 ,1558178388154 ,153,4,4,3,카톡 확인
p2,집,TV시청,1558178470691 ,1558178525723 ,55,5,5,1,알림확인
p15,외출,놀기,1558177475064 ,1558177485726 ,677,4,3,3,
p13,집,공부,1558176760097 ,1558179104166 ,2344,4,4,3,코딩 중 자료확인
p5,밥집,식사,1558177380181 ,1558179187240 ,1807,4,4,3,카톡
p20,카페,수다,1558176434308 ,1558179287799 ,2854,4,4,4,수다 중 연락 확인을 위해
p16,식당,식사,1558179193053 ,1558179354343 ,161,3,3,1,
p26,술집,식사,1558179199900 ,1558179455377 ,255,4,4,1,연락
p1,기타,기타,1558178260224 ,1558179533913 ,1274,3,3,1,
p8,기숙사,컴퓨터,1558178598044 ,1558179666472 ,1068,5,5,1,
p16,식당,식사,1558179633054 ,1558179680017 ,47,3,3,1,
p28,기숙사,여가,1558180326983 ,1558180335213 ,1,4,3,2,sns
p3,공공장소,이동중,1558180335526 ,1558180439562 ,104,3,3,1,
p16,식당,식사,1558179962227 ,1558180426163 ,464,3,3,1,식사중 연락확인
p15,외출,이동,1558180502965 ,1558180520692 ,101,4,3,4,카톡알림확인
p11,식당,휴식,1558180615229 ,1558180639793 ,117,4,4,4,술마시다 카톡
p1,기타,기타,1558179974044 ,1558180898102 ,924,3,3,1,
p10,집,식사,1558178560053 ,1558180974211 ,2414,5,5,1,
p31,기타,기타,1558181314368 ,1558181397546 ,83,1,1,1,ㅣ캠핑중 시간
p10,집,식사,1558181185046 ,1558181528891 ,344,5,5,1,
p25,기숙사,아무것도 안함,1558181543102 ,1558181586691 ,44,1,1,1,화장실 가려고 폰 들고감
p24,집,세안 및 샤워,1558180631094 ,1558181778455 ,1147,4,4,3,
p12,숙소,휴식,1558182006833 ,1558182114766 ,108,2,2,1,을왕리 숙소에서 휴식 중 카톡 확인
p19,집,휴식,1558181539293 ,1558182847698 ,1309,3,3,3,휴식중에 카톡확인
p23,식당,식사,1558182678789 ,1558182856904 ,178,5,5,1,연락
p5,술집,음주,1558182826267 ,1558182908670 ,82,5,5,5,이미지확인
p1,집,기타,1558181475504 ,1558183365272 ,1889,3,3,1,
p2,집,TV시청,1558182586302 ,1558183441138 ,855,5,5,1,
p29,도서관,공부,1558182591675 ,1558183461594 ,869,3,3,3,카톡
p5,술집,음주,1558183145475 ,1558183466239 ,320,5,5,5,이게 혼자떴다
p8,헬스장,ETC,1558182538378 ,1558183563901 ,1025,5,5,1,
p11,식당,휴식,1558183007218 ,1558183580290 ,573,4,4,4,술 중 카톡
p19,집,휴식,1558183204311 ,1558183614274 ,410,3,3,3,휴식중 카톡확인
p31,기타,기타,1558183662437 ,1558183677425 ,15,1,1,1,
p5,술집,음주,1558183668537 ,1558184177323 ,508,4,4,4,카톡
p30,야외,이동,1558184255223 ,1558184288754 ,512,3,2,2,
p29,도서관,공부,1558184649419 ,1558184712050 ,63,3,3,3,카톡
p31,기타,기타,1558184655041 ,1558184956174 ,301,1,1,1,
p1,기타,기타,1558183820048 ,1558185006885 ,1187,3,3,1,
p28,기숙사,여가,1558184693353 ,1558185099401 ,406,3,3,2,sns
p10,집,독서,1558185377420 ,1558185395781 ,320,4,5,1,
p9,집,수다,1558185438205 ,1558185488673 ,51,2,3,3,유튜브
p15,외출,놀기,1558185262759 ,1558185570208 ,307,3,3,2,카톡확인
p1,집,휴식,1558185404054 ,1558185612288 ,208,3,3,1,
p19,집,휴식,1558185603411 ,1558185762701 ,159,3,3,3,휴식중 카톡확인
p33,술집,식사,1558185481147 ,1558185804594 ,323,4,3,3,카톡 와서
p10,집,기타,1558185891816 ,1558185911750 ,250,4,5,1,
p8,헬스장,헬스,1558183801063 ,1558185990231 ,2189,5,5,1,
p9,집,걷기,1558185940565 ,1558186063885 ,123,3,3,2,유튜브
p25,카페,여가활동,1558186037856 ,1558186087030 ,1692,4,3,2,메신저
p2,집,TV시청,1558185351601 ,1558186174101 ,822,5,5,1,알림확인
p31,기타,기타,1558186490369 ,1558186804061 ,314,1,1,1,
p5,술집,음주,1558184460978 ,1558186884600 ,2423,4,4,5,카톡
p2,집,TV시청,1558186698775 ,1558187174323 ,475,5,5,1,카톡
p28,기숙사,수업,1558187007074 ,1558187218422 ,211,4,3,3,sns
p15,집,청소,1558186920086 ,1558187666340 ,746,3,3,2,
p6,기숙사,식사,1558178638493 ,1558187732131 ,9093,4,4,4,랩 홈커밍에서 시간을 보내고 기숙사로 이동함(돌아옴)
p14,집,수다,1558187370550 ,1558187733196 ,362,2,2,3,카톡
p2,집,TV시청,1558187553161 ,1558187846980 ,294,5,5,1,시간확인
p5,술집,음주,1558187823895 ,1558188036411 ,212,5,5,5,버스시간표 확인
p33,술집,식사,1558188147834 ,1558188276565 ,128,4,3,3,갠톡이 와서
p9,집,잘준비,1558187726442 ,1558188348581 ,623,4,1,3,알람및웹툰및유튜브
p2,집,TV시청,1558188211402 ,1558188426603 ,215,5,5,1,카톡
p28,기숙사,여가,1558187470920 ,1558188543447 ,1072,4,4,3,sns
p33,술집,식사,1558188485382 ,1558188841309 ,356,4,3,3,알림 와서 확인하려고
p22,집,웹서핑,1558180384174 ,1558188858169 ,8474,3,3,2,날씨확인
p8,기숙사,샤워,1558188639528 ,1558188960101 ,320,5,5,1,
p32,도서관,공부,1558187862369 ,1558188963620 ,1102,3,3,3,자소서 쓰던도중 연락확인
p28,기숙사,여가,1558188815938 ,1558189105269 ,289,3,3,3,카톡확인
p10,집,기타,1558188704202 ,1558189167566 ,462,5,5,1,
p19,집,휴식,1558187206581 ,1558189425471 ,2218,3,3,3,휴식중시간확인
p28,기숙사,여가,1558189321911 ,1558189684712 ,362,3,3,2,sns
p2,집,TV시청,1558189998923 ,1558190637989 ,638,5,5,1,카톡
p25,카페,여가활동,1558189857374 ,1558190681611 ,824,5,5,3,
p4,본가,수면,1558190617497 ,1558190744312 ,126,3,4,3,
p8,기숙사,컴퓨터,1558189369661 ,1558190882962 ,1512,5,5,1,
p12,숙소,휴식,1558190972866 ,1558191132221 ,158,2,1,1,숙소 휴식 동안 휴대폰 사용
p31,기타,기타,1558191123052 ,1558191219073 ,96,1,1,1,캠핑중 시간확인
p29,도서관,공부,1558190980011 ,1558191677622 ,698,4,4,4,카톡
p14,집,세안,1558191669401 ,1558191924177 ,255,3,1,1,카톡
p2,집,TV시청,1558192283836 ,1558192313789 ,30,5,5,1,웹서핑
p13,집,공부,1558179696078 ,1558192556066 ,12860,4,4,2,ppt만드는중 알림확인
p19,집,휴식,1558192127049 ,1558192650783 ,524,3,3,3,ㅇ
p30,기숙사,컴퓨터,1558192989986 ,1558193024964 ,35,4,2,2,
p3,자취방,수면,1558192990211 ,1558193211485 ,221,3,4,1,
p19,집,수면,1558193031671 ,1558193237592 ,206,3,3,3,수면전 시간확인
p30,기숙사,컴퓨터,1558193245709 ,1558193585127 ,339,4,2,2,
p16,집,휴식,1558190402118 ,1558193982691 ,3580,1,1,1,
p15,집,놀기,1558194216531 ,1558194231328 ,20,3,3,2,인터넷검색
p11,집,휴식,1558194190328 ,1558194237887 ,1,4,4,4,집도착후 카톡
p24,집,수면,1558194265107 ,1558194286203 ,6540,4,4,3,
p19,집,수면,1558194067792 ,1558194898105 ,830,3,3,3,수면전 알람설전
p4,본가,수면,1558195290384 ,1558195339715 ,50,3,3,3,
p8,기숙사,컴퓨터,1558191544371 ,1558195372461 ,3828,5,5,1,
p30,기숙사,컴퓨터,1558195424365 ,1558195741189 ,317,4,2,2,
p25,기숙사,샤워,1558195370855 ,1558195766207 ,395,3,3,1,샤워하고 메신저 확인
p10,집,기타,1558195367127 ,1558195915468 ,549,3,5,1,
